profile_id,person_id,annual_income_k,income_bracket,spending_score,preferred_segment,loyalty_tier,loyalty_discount,preferred_category,num_purchases_yr
3700,201,7,<15k,79,Value_Seeker,Silver,0.1,Abbigliamento,45
3701,1332,18,15k-30k,71,Value_Seeker,Silver,0.1,Alimentari,46
3702,2708,16,15k-30k,13,Budget,Silver,0.1,Alimentari,18
3703,6030,13,<15k,62,Value_Seeker,Bronze,0.05,Alimentari,17
3704,5031,13,<15k,61,Value_Seeker,Silver,0.1,Alimentari,48
3705,4662,35,30k-50k,73,Enthusiast,Bronze,0.05,Elettronica,36
3706,4021,7,<15k,69,Value_Seeker,Platinum,0.25,Alimentari,27
3707,1854,59,>50k,83,Premium,Silver,0.1,Elettronica,31
3708,6705,47,30k-50k,55,Moderate,Gold,0.15,Alimentari,3
3709,3030,49,30k-50k,43,Moderate,Silver,0.1,Lusso,48
3710,1205,32,30k-50k,48,Moderate,Gold,0.15,Abbigliamento,41
3711,1645,23,15k-30k,80,Value_Seeker,Platinum,0.25,Casa,3
3712,3417,15,15k-30k,24,Budget,Silver,0.1,Viaggi,48
3713,3476,30,30k-50k,63,Enthusiast,Silver,0.1,Casa,36
3714,6753,10,<15k,47,Moderate,Platinum,0.25,Alimentari,43
3715,2861,7,<15k,43,Moderate,Bronze,0.05,Abbigliamento,4
3716,3797,12,<15k,80,Value_Seeker,Silver,0.1,Abbigliamento,45
3717,3368,15,15k-30k,32,Moderate,Gold,0.15,Elettronica,18
3718,5109,14,<15k,67,Value_Seeker,Bronze,0.05,Alimentari,31
3719,6024,8,<15k,50,Moderate,Bronze,0.05,Abbigliamento,26
3720,3449,9,<15k,12,Budget,Silver,0.1,Casa,27
3721,3056,16,15k-30k,59,Moderate,Bronze,0.05,Alimentari,22
3722,126,25,15k-30k,52,Moderate,Bronze,0.05,Casa,45
3723,7355,105,>50k,16,Budget,Gold,0.15,Alimentari,1
3724,3876,29,15k-30k,36,Moderate,Platinum,0.25,Viaggi,17
3725,2935,44,30k-50k,8,Budget,Gold,0.15,Viaggi,23
3726,5443,24,15k-30k,64,Value_Seeker,Platinum,0.25,Alimentari,36
3727,4451,17,15k-30k,77,Value_Seeker,Bronze,0.05,Alimentari,22
3728,3531,11,<15k,76,Value_Seeker,Silver,0.1,Alimentari,38
3729,2730,116,>50k,74,Premium,Silver,0.1,Abbigliamento,40
3730,827,7,<15k,49,Moderate,Silver,0.1,Abbigliamento,42
3731,984,118,>50k,65,Enthusiast,Gold,0.15,Alimentari,18
3732,7454,6,<15k,59,Moderate,Gold,0.15,Casa,16
3733,2188,78,>50k,58,Moderate,Bronze,0.05,Sport,6
3734,6909,15,15k-30k,69,Value_Seeker,Gold,0.15,Alimentari,41
3735,2443,47,30k-50k,68,Enthusiast,Silver,0.1,Viaggi,6
3736,2349,10,<15k,52,Moderate,Silver,0.1,Sport,22
3737,345,18,15k-30k,21,Budget,Silver,0.1,Alimentari,24
3738,814,26,15k-30k,46,Moderate,Bronze,0.05,Casa,30
3739,6166,15,15k-30k,45,Moderate,Bronze,0.05,Viaggi,22
3740,4807,35,30k-50k,50,Moderate,Silver,0.1,Elettronica,30
3741,3205,97,>50k,71,Premium,Silver,0.1,Viaggi,35
3742,6230,33,30k-50k,6,Budget,Silver,0.1,Casa,30
3743,7186,43,30k-50k,31,Moderate,Gold,0.15,Sport,23
3744,5961,15,15k-30k,30,Moderate,Gold,0.15,Casa,4
3745,3325,28,15k-30k,75,Value_Seeker,Gold,0.15,Casa,41
3746,4106,22,15k-30k,45,Moderate,Bronze,0.05,Sport,31
3747,793,15,15k-30k,39,Moderate,Silver,0.1,Casa,4
3748,2674,24,15k-30k,60,Enthusiast,Silver,0.1,Elettronica,24
3749,94,14,<15k,48,Moderate,Gold,0.15,Abbigliamento,21
3750,4225,75,>50k,54,Moderate,Gold,0.15,Elettronica,19
3751,2891,8,<15k,96,Value_Seeker,Bronze,0.05,Sport,46
3752,6472,25,15k-30k,85,Value_Seeker,Silver,0.1,Alimentari,39
3753,6211,18,15k-30k,41,Moderate,Bronze,0.05,Lusso,22
3754,6648,109,>50k,51,Moderate,Gold,0.15,Abbigliamento,12
3755,3228,35,30k-50k,32,Moderate,Platinum,0.25,Elettronica,10
3756,6158,8,<15k,21,Budget,Bronze,0.05,Abbigliamento,32
3757,5996,8,<15k,80,Value_Seeker,Bronze,0.05,Casa,36
3758,6028,49,30k-50k,93,Enthusiast,Platinum,0.25,Viaggi,34
3759,2853,39,30k-50k,36,Moderate,Silver,0.1,Alimentari,23
3760,6940,15,15k-30k,33,Moderate,Silver,0.1,Casa,26
3761,2912,8,<15k,54,Moderate,Platinum,0.25,Lusso,25
3762,1865,17,15k-30k,51,Moderate,Gold,0.15,Sport,14
3763,4612,26,15k-30k,27,Budget,Bronze,0.05,Alimentari,5
3764,1857,49,30k-50k,35,Moderate,Gold,0.15,Elettronica,20
3765,2243,34,30k-50k,65,Enthusiast,Bronze,0.05,Alimentari,3
3766,2336,117,>50k,57,Moderate,Gold,0.15,Alimentari,13
3767,950,6,<15k,85,Value_Seeker,Silver,0.1,Elettronica,16
3768,1120,73,>50k,62,Enthusiast,Platinum,0.25,Lusso,9
3769,2204,36,30k-50k,23,Budget,Bronze,0.05,Abbigliamento,47
3770,922,13,<15k,48,Moderate,Bronze,0.05,Alimentari,47
3771,1254,26,15k-30k,54,Moderate,Platinum,0.25,Sport,39
3772,5788,12,<15k,37,Moderate,Bronze,0.05,Abbigliamento,49
3773,5742,8,<15k,34,Moderate,Silver,0.1,Alimentari,24
3774,1202,48,30k-50k,21,Budget,Gold,0.15,Alimentari,23
3775,2626,12,<15k,70,Value_Seeker,Gold,0.15,Abbigliamento,13
3776,1970,30,30k-50k,37,Moderate,Platinum,0.25,Alimentari,3
3777,3110,7,<15k,83,Value_Seeker,Bronze,0.05,Viaggi,11
3778,1997,8,<15k,42,Moderate,Bronze,0.05,Abbigliamento,36
3779,4033,67,>50k,5,Budget,Platinum,0.25,Casa,9
3780,7350,17,15k-30k,47,Moderate,Gold,0.15,Casa,36
3781,3054,12,<15k,92,Value_Seeker,Silver,0.1,Alimentari,25
3782,2192,16,15k-30k,50,Moderate,Silver,0.1,Abbigliamento,19
3783,992,8,<15k,32,Moderate,Silver,0.1,Abbigliamento,23
3784,2190,11,<15k,27,Budget,Bronze,0.05,Alimentari,5
3785,4670,81,>50k,78,Premium,Bronze,0.05,Lusso,40
3786,5142,46,30k-50k,28,Budget,Silver,0.1,Viaggi,29
3787,5984,27,15k-30k,80,Value_Seeker,Platinum,0.25,Alimentari,43
3788,3762,10,<15k,73,Value_Seeker,Bronze,0.05,Sport,1
3789,3597,11,<15k,44,Moderate,Silver,0.1,Sport,3
3790,4711,10,<15k,83,Value_Seeker,Silver,0.1,Abbigliamento,27
3791,1318,23,15k-30k,31,Moderate,Silver,0.1,Sport,18
3792,2449,19,15k-30k,21,Budget,Platinum,0.25,Casa,29
3793,2136,12,<15k,42,Moderate,Bronze,0.05,Elettronica,34
3794,1065,25,15k-30k,65,Value_Seeker,Gold,0.15,Abbigliamento,7
3795,5868,119,>50k,77,Premium,Silver,0.1,Viaggi,25
3796,77,11,<15k,52,Moderate,Silver,0.1,Casa,8
3797,6148,16,15k-30k,12,Budget,Bronze,0.05,Alimentari,17
3798,4820,18,15k-30k,18,Budget,Bronze,0.05,Abbigliamento,32
3799,5947,5,<15k,38,Moderate,Bronze,0.05,Casa,37
3800,6551,17,15k-30k,24,Budget,Bronze,0.05,Alimentari,25
3801,872,42,30k-50k,50,Moderate,Silver,0.1,Casa,5
3802,2965,20,15k-30k,88,Value_Seeker,Platinum,0.25,Casa,42
3803,3530,12,<15k,75,Value_Seeker,Silver,0.1,Alimentari,20
3804,4429,23,15k-30k,27,Budget,Bronze,0.05,Casa,48
3805,6702,22,15k-30k,36,Moderate,Platinum,0.25,Viaggi,19
3806,4027,15,15k-30k,40,Moderate,Silver,0.1,Abbigliamento,9
3807,1604,29,15k-30k,57,Moderate,Bronze,0.05,Alimentari,16
3808,3677,13,<15k,91,Value_Seeker,Gold,0.15,Casa,21
3809,6039,11,<15k,50,Moderate,Bronze,0.05,Casa,37
3810,2958,27,15k-30k,80,Value_Seeker,Bronze,0.05,Casa,48
3811,7434,31,30k-50k,87,Enthusiast,Platinum,0.25,Lusso,21
3812,6523,105,>50k,48,Moderate,Silver,0.1,Viaggi,37
3813,2376,91,>50k,47,Moderate,Gold,0.15,Sport,28
3814,6867,5,<15k,52,Moderate,Silver,0.1,Sport,34
3815,3713,13,<15k,61,Value_Seeker,Bronze,0.05,Sport,3
3816,6864,7,<15k,52,Moderate,Bronze,0.05,Casa,6
3817,1673,103,>50k,72,Premium,Gold,0.15,Abbigliamento,4
3818,6038,11,<15k,29,Budget,Gold,0.15,Alimentari,12
3819,2039,47,30k-50k,34,Moderate,Gold,0.15,Elettronica,11
3820,901,48,30k-50k,51,Moderate,Gold,0.15,Alimentari,33
3821,4234,29,15k-30k,67,Value_Seeker,Platinum,0.25,Abbigliamento,30
3822,1917,7,<15k,100,Value_Seeker,Platinum,0.25,Alimentari,37
3823,1573,7,<15k,34,Moderate,Bronze,0.05,Alimentari,49
3824,4415,7,<15k,46,Moderate,Platinum,0.25,Casa,42
3825,6233,24,15k-30k,4,Budget,Bronze,0.05,Alimentari,17
3826,6584,24,15k-30k,27,Budget,Silver,0.1,Casa,39
3827,6729,111,>50k,19,Budget,Silver,0.1,Casa,39
3828,5764,18,15k-30k,39,Moderate,Bronze,0.05,Casa,3
3829,6688,21,15k-30k,45,Moderate,Gold,0.15,Viaggi,35
3830,7112,31,30k-50k,54,Moderate,Bronze,0.05,Casa,12
3831,2762,41,30k-50k,39,Moderate,Silver,0.1,Sport,11
3832,846,33,30k-50k,54,Moderate,Silver,0.1,Elettronica,45
3833,4289,76,>50k,57,Moderate,Platinum,0.25,Viaggi,37
3834,5560,6,<15k,39,Moderate,Bronze,0.05,Alimentari,40
3835,5042,25,15k-30k,16,Budget,Platinum,0.25,Abbigliamento,18
3836,6117,22,15k-30k,61,Value_Seeker,Bronze,0.05,Casa,30
3837,2928,29,15k-30k,82,Value_Seeker,Bronze,0.05,Casa,38
3838,645,24,15k-30k,100,Value_Seeker,Silver,0.1,Alimentari,10
3839,5966,18,15k-30k,68,Value_Seeker,Gold,0.15,Viaggi,32
3840,3,13,<15k,89,Value_Seeker,Platinum,0.25,Abbigliamento,3
3841,4170,47,30k-50k,54,Moderate,Gold,0.15,Alimentari,46
3842,467,6,<15k,66,Value_Seeker,Gold,0.15,Alimentari,18
3843,5,44,30k-50k,47,Moderate,Bronze,0.05,Elettronica,44
3844,5342,6,<15k,57,Moderate,Bronze,0.05,Alimentari,4
3845,1063,5,<15k,72,Value_Seeker,Platinum,0.25,Alimentari,10
3846,2590,41,30k-50k,34,Moderate,Bronze,0.05,Alimentari,32
3847,6532,6,<15k,57,Moderate,Silver,0.1,Alimentari,11
3848,1160,16,15k-30k,26,Budget,Bronze,0.05,Viaggi,2
3849,6858,19,15k-30k,59,Moderate,Silver,0.1,Casa,25
3850,2563,20,15k-30k,30,Moderate,Gold,0.15,Casa,19
3851,3448,29,15k-30k,50,Moderate,Bronze,0.05,Viaggi,25
3852,3812,9,<15k,70,Value_Seeker,Bronze,0.05,Casa,17
3853,6972,6,<15k,71,Value_Seeker,Bronze,0.05,Alimentari,15
3854,3514,82,>50k,70,Enthusiast,Gold,0.15,Casa,49
3855,1761,9,<15k,55,Moderate,Bronze,0.05,Elettronica,37
3856,5637,43,30k-50k,54,Moderate,Platinum,0.25,Sport,36
3857,6177,12,<15k,50,Moderate,Silver,0.1,Casa,27
3858,1493,27,15k-30k,10,Budget,Bronze,0.05,Abbigliamento,14
3859,4206,20,15k-30k,60,Enthusiast,Bronze,0.05,Sport,34
3860,6371,31,30k-50k,50,Moderate,Platinum,0.25,Abbigliamento,44
3861,1169,5,<15k,80,Value_Seeker,Silver,0.1,Casa,9
3862,6774,10,<15k,59,Moderate,Silver,0.1,Casa,8
3863,232,14,<15k,27,Budget,Gold,0.15,Alimentari,37
3864,66,11,<15k,58,Moderate,Platinum,0.25,Elettronica,4
3865,1603,33,30k-50k,62,Enthusiast,Platinum,0.25,Alimentari,3
3866,6168,28,15k-30k,59,Moderate,Platinum,0.25,Viaggi,1
3867,3283,15,15k-30k,47,Moderate,Silver,0.1,Abbigliamento,28
3868,3596,38,30k-50k,11,Budget,Silver,0.1,Alimentari,28
3869,6288,37,30k-50k,24,Budget,Gold,0.15,Abbigliamento,35
3870,4632,37,30k-50k,54,Moderate,Gold,0.15,Abbigliamento,11
3871,125,23,15k-30k,16,Budget,Silver,0.1,Casa,5
3872,6229,30,30k-50k,38,Moderate,Platinum,0.25,Casa,24
3873,1976,11,<15k,60,Enthusiast,Silver,0.1,Elettronica,24
3874,6775,8,<15k,82,Value_Seeker,Bronze,0.05,Casa,17
3875,6723,110,>50k,67,Enthusiast,Bronze,0.05,Casa,3
3876,2075,10,<15k,79,Value_Seeker,Silver,0.1,Abbigliamento,40
3877,5750,73,>50k,61,Enthusiast,Silver,0.1,Sport,3
3878,7079,29,15k-30k,33,Moderate,Silver,0.1,Casa,26
3879,3086,19,15k-30k,37,Moderate,Bronze,0.05,Alimentari,9
3880,6509,23,15k-30k,31,Moderate,Gold,0.15,Casa,43
3881,3345,23,15k-30k,61,Value_Seeker,Platinum,0.25,Abbigliamento,44
3882,6698,7,<15k,46,Moderate,Bronze,0.05,Elettronica,22
3883,918,23,15k-30k,42,Moderate,Silver,0.1,Casa,27
3884,1646,26,15k-30k,50,Moderate,Silver,0.1,Elettronica,47
3885,5122,40,30k-50k,77,Enthusiast,Platinum,0.25,Sport,8
3886,5126,39,30k-50k,58,Moderate,Gold,0.15,Abbigliamento,21
3887,4978,31,30k-50k,29,Budget,Silver,0.1,Elettronica,43
3888,5431,37,30k-50k,48,Moderate,Bronze,0.05,Sport,31
3889,4621,24,15k-30k,83,Value_Seeker,Platinum,0.25,Alimentari,26
3890,364,41,30k-50k,57,Moderate,Gold,0.15,Viaggi,8
3891,3287,15,15k-30k,18,Budget,Bronze,0.05,Alimentari,28
3892,4569,27,15k-30k,31,Moderate,Bronze,0.05,Alimentari,31
3893,4821,44,30k-50k,25,Budget,Gold,0.15,Alimentari,5
3894,55,21,15k-30k,78,Value_Seeker,Silver,0.1,Abbigliamento,30
3895,638,11,<15k,85,Value_Seeker,Silver,0.1,Sport,24
3896,2766,18,15k-30k,37,Moderate,Gold,0.15,Abbigliamento,29
3897,5811,8,<15k,47,Moderate,Bronze,0.05,Sport,46
3898,7023,46,30k-50k,45,Moderate,Gold,0.15,Alimentari,22
3899,4720,18,15k-30k,51,Moderate,Gold,0.15,Elettronica,49
3900,5376,22,15k-30k,30,Moderate,Gold,0.15,Elettronica,5
3901,5145,20,15k-30k,45,Moderate,Silver,0.1,Casa,2
3902,4432,43,30k-50k,15,Budget,Gold,0.15,Alimentari,46
3903,3644,13,<15k,85,Value_Seeker,Silver,0.1,Casa,44
3904,2878,18,15k-30k,14,Budget,Silver,0.1,Viaggi,43
3905,5175,92,>50k,19,Budget,Gold,0.15,Casa,43
3906,5240,25,15k-30k,58,Moderate,Gold,0.15,Lusso,26
3907,6673,35,30k-50k,20,Budget,Gold,0.15,Alimentari,36
3908,2296,11,<15k,49,Moderate,Platinum,0.25,Abbigliamento,14
3909,5932,6,<15k,61,Value_Seeker,Silver,0.1,Abbigliamento,14
3910,5197,46,30k-50k,58,Moderate,Platinum,0.25,Sport,34
3911,1968,88,>50k,50,Moderate,Silver,0.1,Alimentari,23
3912,6518,119,>50k,90,Premium,Gold,0.15,Viaggi,30
3913,2393,25,15k-30k,49,Moderate,Platinum,0.25,Alimentari,15
3914,523,10,<15k,83,Value_Seeker,Silver,0.1,Sport,2
3915,6376,24,15k-30k,55,Moderate,Silver,0.1,Sport,32
3916,5524,43,30k-50k,87,Enthusiast,Silver,0.1,Abbigliamento,9
3917,6986,36,30k-50k,66,Enthusiast,Bronze,0.05,Sport,7
3918,4699,7,<15k,60,Enthusiast,Platinum,0.25,Abbigliamento,50
3919,3122,21,15k-30k,62,Value_Seeker,Bronze,0.05,Casa,47
3920,1969,24,15k-30k,44,Moderate,Silver,0.1,Casa,21
3921,671,12,<15k,54,Moderate,Platinum,0.25,Casa,35
3922,4188,61,>50k,28,Budget,Gold,0.15,Casa,45
3923,666,7,<15k,43,Moderate,Gold,0.15,Elettronica,43
3924,3266,12,<15k,100,Value_Seeker,Silver,0.1,Viaggi,29
3925,280,36,30k-50k,20,Budget,Silver,0.1,Abbigliamento,19
3926,1719,25,15k-30k,36,Moderate,Platinum,0.25,Abbigliamento,15
3927,2947,33,30k-50k,43,Moderate,Silver,0.1,Alimentari,26
3928,4455,28,15k-30k,48,Moderate,Bronze,0.05,Abbigliamento,18
3929,899,49,30k-50k,52,Moderate,Bronze,0.05,Lusso,16
3930,7265,12,<15k,50,Moderate,Silver,0.1,Alimentari,25
3931,6254,10,<15k,68,Value_Seeker,Gold,0.15,Elettronica,44
3932,4138,13,<15k,82,Value_Seeker,Bronze,0.05,Alimentari,30
3933,3818,26,15k-30k,75,Value_Seeker,Platinum,0.25,Abbigliamento,34
3934,6269,7,<15k,54,Moderate,Gold,0.15,Abbigliamento,24
3935,5569,29,15k-30k,62,Value_Seeker,Bronze,0.05,Viaggi,32
3936,6196,49,30k-50k,22,Budget,Platinum,0.25,Casa,26
3937,5971,49,30k-50k,30,Moderate,Gold,0.15,Alimentari,17
3938,3579,25,15k-30k,26,Budget,Bronze,0.05,Alimentari,9
3939,2832,14,<15k,59,Moderate,Gold,0.15,Abbigliamento,18
3940,5449,19,15k-30k,32,Moderate,Gold,0.15,Alimentari,40
3941,3472,45,30k-50k,14,Budget,Gold,0.15,Casa,22
3942,137,21,15k-30k,42,Moderate,Bronze,0.05,Alimentari,28
3943,4892,14,<15k,25,Budget,Bronze,0.05,Alimentari,45
3944,2180,17,15k-30k,76,Value_Seeker,Silver,0.1,Casa,38
3945,2128,7,<15k,48,Moderate,Platinum,0.25,Abbigliamento,13
3946,3177,20,15k-30k,69,Value_Seeker,Bronze,0.05,Elettronica,11
3947,4854,28,15k-30k,40,Moderate,Gold,0.15,Viaggi,45
3948,4637,46,30k-50k,21,Budget,Silver,0.1,Alimentari,12
3949,5115,10,<15k,83,Value_Seeker,Bronze,0.05,Alimentari,44
3950,6542,22,15k-30k,51,Moderate,Silver,0.1,Lusso,10
3951,4261,28,15k-30k,87,Value_Seeker,Bronze,0.05,Alimentari,47
3952,4344,8,<15k,50,Moderate,Silver,0.1,Alimentari,36
3953,6241,11,<15k,51,Moderate,Bronze,0.05,Casa,38
3954,7387,98,>50k,75,Premium,Silver,0.1,Abbigliamento,30
3955,4530,6,<15k,80,Value_Seeker,Silver,0.1,Alimentari,5
3956,3278,10,<15k,63,Value_Seeker,Silver,0.1,Alimentari,9
3957,2814,76,>50k,100,Premium,Bronze,0.05,Viaggi,19
3958,4719,115,>50k,49,Moderate,Gold,0.15,Sport,2
3959,4858,13,<15k,34,Moderate,Silver,0.1,Casa,12
3960,388,21,15k-30k,29,Budget,Gold,0.15,Casa,11
3961,235,7,<15k,54,Moderate,Silver,0.1,Abbigliamento,16
3962,4363,8,<15k,90,Value_Seeker,Platinum,0.25,Casa,14
3963,3962,98,>50k,51,Moderate,Gold,0.15,Abbigliamento,42
3964,770,119,>50k,86,Premium,Gold,0.15,Abbigliamento,29
3965,2165,87,>50k,63,Enthusiast,Gold,0.15,Elettronica,44
3966,4533,90,>50k,76,Premium,Platinum,0.25,Sport,5
3967,673,11,<15k,67,Value_Seeker,Bronze,0.05,Alimentari,7
3968,1574,48,30k-50k,52,Moderate,Gold,0.15,Lusso,28
3969,3419,7,<15k,75,Value_Seeker,Bronze,0.05,Sport,23
3970,2081,22,15k-30k,38,Moderate,Bronze,0.05,Elettronica,6
3971,1823,64,>50k,43,Moderate,Silver,0.1,Casa,5
3972,6937,44,30k-50k,51,Moderate,Silver,0.1,Viaggi,45
3973,7169,6,<15k,98,Value_Seeker,Bronze,0.05,Sport,22
3974,4544,28,15k-30k,19,Budget,Silver,0.1,Sport,19
3975,5565,15,15k-30k,9,Budget,Bronze,0.05,Casa,32
3976,6997,16,15k-30k,44,Moderate,Platinum,0.25,Sport,2
3977,2048,13,<15k,80,Value_Seeker,Bronze,0.05,Sport,50
3978,5997,33,30k-50k,46,Moderate,Bronze,0.05,Alimentari,8
3979,4178,100,>50k,31,Moderate,Gold,0.15,Casa,22
3980,1668,26,15k-30k,51,Moderate,Bronze,0.05,Casa,40
3981,2756,45,30k-50k,10,Budget,Platinum,0.25,Alimentari,28
3982,4571,8,<15k,72,Value_Seeker,Silver,0.1,Alimentari,8
3983,4613,31,30k-50k,38,Moderate,Gold,0.15,Alimentari,5
3984,384,17,15k-30k,48,Moderate,Gold,0.15,Viaggi,17
3985,7369,8,<15k,68,Value_Seeker,Bronze,0.05,Casa,17
3986,1633,23,15k-30k,54,Moderate,Silver,0.1,Alimentari,19
3987,4784,38,30k-50k,34,Moderate,Gold,0.15,Abbigliamento,11
3988,3925,11,<15k,80,Value_Seeker,Platinum,0.25,Alimentari,2
3989,5336,93,>50k,70,Enthusiast,Bronze,0.05,Abbigliamento,28
3990,4158,85,>50k,19,Budget,Gold,0.15,Elettronica,19
3991,5898,21,15k-30k,45,Moderate,Bronze,0.05,Casa,3
3992,5358,17,15k-30k,28,Budget,Gold,0.15,Casa,17
3993,2193,11,<15k,34,Moderate,Gold,0.15,Abbigliamento,10
3994,3136,7,<15k,70,Value_Seeker,Bronze,0.05,Alimentari,2
3995,4469,6,<15k,51,Moderate,Bronze,0.05,Alimentari,16
3996,5124,19,15k-30k,47,Moderate,Silver,0.1,Lusso,10
3997,9,7,<15k,46,Moderate,Bronze,0.05,Casa,39
3998,6593,11,<15k,67,Value_Seeker,Silver,0.1,Elettronica,29
3999,1944,26,15k-30k,63,Value_Seeker,Bronze,0.05,Abbigliamento,44
4000,5713,7,<15k,100,Value_Seeker,Bronze,0.05,Alimentari,21
4001,4485,35,30k-50k,41,Moderate,Silver,0.1,Viaggi,28
4002,6759,42,30k-50k,16,Budget,Silver,0.1,Viaggi,15
4003,1581,40,30k-50k,34,Moderate,Bronze,0.05,Viaggi,32
4004,2956,33,30k-50k,61,Enthusiast,Gold,0.15,Viaggi,31
4005,924,19,15k-30k,34,Moderate,Bronze,0.05,Casa,48
4006,2508,19,15k-30k,20,Budget,Bronze,0.05,Alimentari,23
4007,5024,84,>50k,39,Moderate,Gold,0.15,Sport,45
4008,6042,56,>50k,44,Moderate,Silver,0.1,Alimentari,38
4009,3775,74,>50k,33,Moderate,Silver,0.1,Elettronica,13
4010,4835,104,>50k,59,Moderate,Gold,0.15,Abbigliamento,5
4011,2779,6,<15k,58,Moderate,Silver,0.1,Lusso,50
4012,6850,8,<15k,75,Value_Seeker,Gold,0.15,Casa,9
4013,1145,27,15k-30k,41,Moderate,Silver,0.1,Casa,3
4014,5127,18,15k-30k,61,Value_Seeker,Bronze,0.05,Casa,10
4015,4468,29,15k-30k,40,Moderate,Gold,0.15,Sport,35
4016,667,22,15k-30k,27,Budget,Gold,0.15,Sport,37
4017,3019,20,15k-30k,39,Moderate,Gold,0.15,Casa,19
4018,357,42,30k-50k,12,Budget,Bronze,0.05,Abbigliamento,8
4019,5063,44,30k-50k,80,Enthusiast,Gold,0.15,Sport,39
4020,2831,7,<15k,62,Value_Seeker,Silver,0.1,Viaggi,39
4021,1353,42,30k-50k,29,Budget,Gold,0.15,Abbigliamento,27
4022,5131,20,15k-30k,42,Moderate,Silver,0.1,Viaggi,29
4023,2703,29,15k-30k,1,Budget,Bronze,0.05,Alimentari,7
4024,3637,33,30k-50k,73,Enthusiast,Platinum,0.25,Casa,41
4025,1396,12,<15k,86,Value_Seeker,Silver,0.1,Elettronica,44
4026,6730,11,<15k,62,Value_Seeker,Bronze,0.05,Viaggi,50
4027,5262,27,15k-30k,56,Moderate,Silver,0.1,Sport,15
4028,5645,19,15k-30k,24,Budget,Silver,0.1,Alimentari,22
4029,3376,98,>50k,31,Moderate,Gold,0.15,Viaggi,24
4030,1256,63,>50k,21,Budget,Gold,0.15,Abbigliamento,30
4031,6190,12,<15k,56,Moderate,Silver,0.1,Abbigliamento,8
4032,3512,13,<15k,81,Value_Seeker,Silver,0.1,Casa,18
4033,5778,18,15k-30k,42,Moderate,Bronze,0.05,Abbigliamento,46
4034,1250,34,30k-50k,51,Moderate,Bronze,0.05,Elettronica,23
4035,5795,32,30k-50k,64,Enthusiast,Gold,0.15,Elettronica,30
4036,5348,19,15k-30k,17,Budget,Bronze,0.05,Alimentari,27
4037,4298,33,30k-50k,81,Enthusiast,Silver,0.1,Viaggi,36
4038,2933,15,15k-30k,73,Value_Seeker,Bronze,0.05,Alimentari,11
4039,4175,6,<15k,70,Value_Seeker,Gold,0.15,Casa,45
4040,1852,13,<15k,78,Value_Seeker,Silver,0.1,Casa,39
4041,6316,6,<15k,79,Value_Seeker,Gold,0.15,Alimentari,33
4042,7014,7,<15k,65,Value_Seeker,Bronze,0.05,Alimentari,50
4043,7294,45,30k-50k,73,Enthusiast,Gold,0.15,Abbigliamento,24
4044,133,13,<15k,50,Moderate,Silver,0.1,Elettronica,29
4045,5236,28,15k-30k,59,Moderate,Silver,0.1,Elettronica,28
4046,5029,42,30k-50k,71,Enthusiast,Silver,0.1,Casa,12
4047,6815,35,30k-50k,1,Budget,Silver,0.1,Elettronica,49
4048,1531,25,15k-30k,58,Moderate,Gold,0.15,Alimentari,24
4049,504,51,>50k,69,Enthusiast,Gold,0.15,Viaggi,18
4050,4285,25,15k-30k,15,Budget,Silver,0.1,Alimentari,49
4051,6491,25,15k-30k,55,Moderate,Bronze,0.05,Elettronica,11
4052,6530,5,<15k,44,Moderate,Silver,0.1,Abbigliamento,35
4053,1958,19,15k-30k,57,Moderate,Gold,0.15,Viaggi,8
4054,1384,18,15k-30k,48,Moderate,Gold,0.15,Casa,32
4055,894,10,<15k,41,Moderate,Bronze,0.05,Alimentari,47
4056,455,28,15k-30k,72,Value_Seeker,Bronze,0.05,Casa,11
4057,6619,7,<15k,51,Moderate,Silver,0.1,Lusso,24
4058,5779,19,15k-30k,55,Moderate,Bronze,0.05,Elettronica,3
4059,6920,14,<15k,86,Value_Seeker,Bronze,0.05,Alimentari,36
4060,4849,25,15k-30k,31,Moderate,Gold,0.15,Viaggi,47
4061,4268,13,<15k,60,Enthusiast,Bronze,0.05,Alimentari,48
4062,4134,48,30k-50k,35,Moderate,Gold,0.15,Viaggi,21
4063,3602,20,15k-30k,44,Moderate,Silver,0.1,Sport,4
4064,7326,12,<15k,100,Value_Seeker,Bronze,0.05,Alimentari,45
4065,713,5,<15k,69,Value_Seeker,Platinum,0.25,Alimentari,4
4066,4186,29,15k-30k,56,Moderate,Bronze,0.05,Elettronica,20
4067,5301,16,15k-30k,60,Enthusiast,Gold,0.15,Viaggi,47
4068,2923,5,<15k,68,Value_Seeker,Bronze,0.05,Elettronica,29
4069,1810,43,30k-50k,8,Budget,Gold,0.15,Alimentari,35
4070,3486,7,<15k,100,Value_Seeker,Bronze,0.05,Casa,31
4071,1827,17,15k-30k,20,Budget,Bronze,0.05,Alimentari,33
4072,1324,34,30k-50k,79,Enthusiast,Silver,0.1,Casa,35
4073,4312,44,30k-50k,57,Moderate,Bronze,0.05,Alimentari,9
4074,510,19,15k-30k,53,Moderate,Bronze,0.05,Viaggi,44
4075,1680,25,15k-30k,43,Moderate,Platinum,0.25,Alimentari,47
4076,499,11,<15k,100,Value_Seeker,Bronze,0.05,Viaggi,26
4077,6801,35,30k-50k,57,Moderate,Gold,0.15,Casa,2
